class;cap-diameter;cap-shape;cap-surface;cap-color;does-bruise-or-bleed;gill-attachment;gill-spacing;gill-color;stem-height;stem-width;stem-root;stem-surface;stem-color;veil-type;veil-color;has-ring;ring-type;spore-print-color;habitat;season
e;4.52;x;d;w;f;x;c;w;7.59;8.41;b;s;n;p;w;t;l;e;g;a
e;4.68;x;h;g;f;a;d;n;5.39;4.0;s;t;g;p;w;t;l;w;d;a
e;5.18;p;l;g;f;f;f;f;5.27;20.2;s;l;n;p;l;f;f;g;d;s
p;13.48;x;h;n;t;p;c;o;9.28;32.25;c;d;y;p;y;f;f;p;d;u
e;8.27;x;s;n;f;e;c;p;6.91;10.94;b;i;w;p;w;f;f;p;d;a
p;5.59;f;y;n;f;d;c;w;5.86;9.78;b;d;n;u;e;f;f;e;l;a
e;6.14;c;h;n;f;e;c;w;11.61;12.71;b;s;n;u;w;f;f;e;d;a
p;2.04;f;w;n;t;d;c;y;2.54;5.03;c;h;n;p;n;f;f;b;d;u
e;3.84;x;d;n;f;p;c;n;4.1;10.11;c;y;n;u;f;f;f;w;d;a
p;10.41;x;e;n;f;a;c;n;11.17;14.05;s;l;n;u;n;f;f;k;d;a
p;0.91;x;g;o;f;a;c;y;3.78;0.9;c;d;y;p;w;f;f;p;d;a
e;8.56;x;t;n;t;p;c;y;6.55;16.61;b;g;n;u;w;t;p;r;d;u
p;0.69;x;g;e;f;a;c;p;3.25;0.85;e;h;k;u;f;f;f;b;d;s
p;3.06;o;l;g;f;f;f;f;0.0;0.0;f;f;f;p;b;f;f;u;d;s
e;6.17;x;d;e;t;p;c;r;5.02;11.64;u;s;y;f;f;f;f;u;d;u
e;6.54;x;h;n;f;p;d;y;6.27;11.64;s;s;n;f;f;f;f;e;h;u
p;17.2;f;k;w;t;d;d;n;7.33;32.37;c;l;w;u;e;f;f;y;d;w
p;0.85;x;y;o;f;d;c;o;5.05;1.14;u;d;y;p;l;f;f;w;g;u
p;3.05;o;h;k;f;f;f;f;4.26;16.68;s;g;g;p;l;f;f;g;d;a
p;6.2;x;k;n;f;a;c;y;5.67;6.68;b;i;n;p;e;t;s;w;d;u
e;8.22;x;t;g;f;a;d;w;7.87;14.15;b;h;g;u;e;f;f;y;d;a
p;6.75;x;i;y;f;a;c;n;7.2;7.64;u;i;n;p;k;t;z;k;d;u
p;2.16;b;g;n;f;a;c;g;5.28;2.02;s;s;n;u;w;f;f;k;d;u
e;46.24;o;y;y;f;p;d;y;7.16;39.76;c;k;k;f;f;f;f;u;d;s
p;7.47;x;y;w;t;e;c;n;8.41;15.25;s;g;w;p;w;t;l;w;g;u
p;3.15;f;h;w;f;x;c;p;8.43;3.92;s;d;n;p;o;f;f;n;l;a
e;11.52;p;s;w;f;e;c;k;15.46;12.5;c;s;w;p;y;t;e;k;u;s
p;3.85;x;h;r;f;s;c;g;6.01;7.82;b;y;w;u;p;t;e;u;d;u
e;5.7;f;s;n;f;s;c;w;6.01;9.38;b;i;w;u;y;f;f;w;d;u
e;3.77;f;h;n;f;a;d;y;6.61;5.79;b;s;o;p;y;f;f;u;d;s
p;6.64;x;e;e;f;a;c;n;7.7;10.9;s;g;e;p;w;t;z;k;d;a
e;9.76;f;e;b;f;x;c;b;5.14;21.59;u;d;w;p;f;t;f;n;d;a
p;4.97;x;s;o;f;a;c;y;5.82;7.29;c;g;o;p;o;f;f;g;g;u
e;2.6;s;y;n;f;a;d;p;6.19;3.78;b;i;n;u;n;f;f;u;l;u
p;5.76;f;k;y;f;p;d;n;3.54;6.03;s;k;n;p;r;t;f;o;d;u
e;7.06;x;d;g;f;a;c;w;5.82;11.63;u;s;w;u;k;f;f;e;g;u
e;4.86;f;h;w;f;x;c;g;6.55;4.27;c;l;w;u;f;f;f;u;d;u
e;11.02;f;s;n;t;e;c;n;8.84;17.38;s;g;w;p;w;t;l;b;m;u
e;9.73;x;t;n;t;p;d;y;9.91;22.65;e;s;n;u;y;f;f;e;d;u
e;4.05;f;g;n;f;a;d;g;5.62;3.08;e;s;g;u;o;f;f;w;d;s
p;4.19;s;k;n;f;p;d;n;2.97;6.13;s;k;n;p;g;t;f;o;d;u
p;4.19;x;s;y;f;s;d;y;4.24;10.76;e;i;y;f;f;f;f;e;d;a
p;17.74;f;s;n;f;d;c;y;6.33;34.29;s;k;n;u;e;f;f;w;d;u
e;4.32;b;g;n;f;a;d;g;6.37;3.5;s;s;g;u;r;f;f;w;d;s
p;3.57;f;k;n;f;x;c;p;8.65;4.13;u;g;n;u;f;f;f;p;l;a
p;4.3;f;s;u;f;a;c;w;4.75;8.13;b;i;w;u;e;f;f;e;d;a
p;7.15;x;t;n;f;x;c;y;5.51;14.91;b;d;y;u;w;f;f;w;d;a
e;1.45;f;w;g;f;a;d;k;4.61;2.45;s;d;w;u;e;f;f;k;d;a
p;1.5;b;g;y;f;a;c;n;4.27;2.44;u;i;n;u;y;f;f;k;d;a
p;5.01;f;l;e;f;x;d;e;5.2;4.51;e;s;y;f;f;f;f;e;l;u
e;5.15;x;s;o;f;p;c;n;4.77;11.88;c;y;n;u;f;f;f;w;d;u
e;4.41;x;s;n;f;p;c;n;4.22;11.48;c;y;n;u;f;f;f;w;d;a
e;4.73;f;y;g;f;s;c;g;4.74;9.0;c;y;w;f;f;f;f;e;d;a
p;3.98;f;d;n;f;x;c;w;4.83;3.35;b;s;n;p;w;f;f;b;l;u
p;2.81;s;s;w;f;d;c;w;3.28;8.03;b;y;w;u;e;f;f;e;g;a
p;9.07;s;t;p;t;d;c;p;8.58;15.36;b;h;p;u;e;t;f;u;d;u
p;10.46;x;s;n;f;p;c;w;10.26;32.4;c;i;n;u;w;f;f;w;d;a
p;0.81;x;y;o;f;d;c;o;4.31;0.99;u;h;y;p;l;f;f;w;g;u
e;4.47;x;d;l;f;d;c;r;6.09;7.36;c;h;r;u;f;f;f;u;l;u
e;6.94;f;w;y;f;f;f;f;6.73;15.29;c;d;y;p;y;f;f;n;d;a
p;1.56;x;g;n;f;d;d;n;2.18;2.52;s;s;n;u;f;f;f;b;h;a
e;4.5;x;d;y;f;a;c;y;4.77;9.16;u;s;w;f;f;f;f;w;d;u
e;3.45;f;s;w;f;d;d;w;3.37;6.47;u;d;w;f;f;f;f;w;m;w
e;17.41;x;s;k;f;a;d;y;7.59;25.72;b;y;w;u;e;f;f;w;d;u
e;8.29;f;s;u;f;a;c;w;4.5;16.33;b;g;w;u;w;f;f;e;d;a
e;8.31;f;s;w;f;s;c;w;6.54;29.8;s;g;w;u;y;f;f;u;d;s
p;5.04;x;s;g;t;s;d;r;5.28;14.04;r;y;n;u;y;f;f;y;d;u
p;7.78;b;t;w;f;e;c;w;11.34;11.74;b;y;w;u;w;t;l;u;d;u
p;3.04;s;d;w;f;d;d;p;3.28;2.24;c;h;w;p;o;f;f;u;g;u
p;4.51;x;t;o;f;a;c;y;5.97;7.87;e;g;o;f;f;f;f;u;g;a
p;5.18;c;e;y;t;x;c;y;6.53;11.77;z;d;w;p;e;f;f;b;g;u
p;11.98;x;h;n;f;e;c;w;10.84;16.37;b;g;w;u;w;t;r;w;d;a
p;6.52;x;s;n;t;s;d;w;6.55;16.62;r;i;n;f;f;f;f;w;d;a
e;8.31;p;d;n;f;a;c;w;7.1;13.55;u;s;g;f;f;f;f;w;d;a
p;9.99;x;h;r;f;x;c;w;10.94;13.33;b;i;w;u;w;t;p;w;d;u
e;4.48;x;d;y;t;p;c;y;6.15;12.12;u;s;y;f;f;f;f;e;d;u
p;1.46;x;g;y;f;d;d;n;2.4;2.92;c;s;n;u;f;f;f;b;h;u
e;4.09;x;l;n;f;x;c;w;7.63;8.15;b;g;w;u;w;t;l;p;d;s
e;7.06;s;s;y;f;a;c;w;5.76;14.72;c;s;g;f;f;f;f;w;d;w
p;12.43;x;s;w;f;s;c;p;7.15;17.98;c;i;n;u;y;f;f;y;d;u
p;7.8;p;s;n;f;p;c;p;8.12;22.78;c;y;n;f;f;f;f;p;d;u
e;3.16;b;g;w;f;x;d;w;4.91;2.93;u;d;y;p;w;f;f;n;g;u
p;10.96;o;h;n;f;f;f;f;3.3;24.62;s;g;n;p;w;f;f;g;d;s
e;3.51;x;d;p;f;a;c;e;4.01;6.25;b;y;e;u;e;f;f;w;m;u
e;4.83;o;l;n;f;f;f;f;7.97;40.71;s;g;n;p;y;f;f;g;l;w
e;12.53;f;s;w;f;e;c;k;21.18;13.22;b;s;w;u;w;t;e;w;d;u
p;3.86;o;s;r;f;f;f;f;0.0;0.0;f;f;f;p;b;t;f;r;d;u
e;7.7;s;s;n;f;x;c;w;4.27;20.59;e;d;n;f;f;f;f;w;d;a
p;11.02;x;e;y;t;p;d;e;7.96;24.77;c;d;u;u;e;f;f;w;d;u
e;9.29;x;h;n;t;p;c;n;7.64;17.91;c;y;n;p;w;t;p;l;d;a
e;5.8;s;d;n;f;d;c;w;5.59;8.12;b;s;w;u;e;f;f;w;h;a
e;8.67;x;t;y;f;p;c;y;6.62;14.14;e;g;y;p;y;t;r;w;d;u
e;7.31;x;s;w;f;e;c;k;5.21;13.8;s;y;w;p;w;t;e;y;m;u
p;4.38;f;s;u;f;a;c;w;4.73;7.19;b;i;w;u;e;f;f;e;d;u
p;3.64;x;i;e;f;x;c;e;4.97;5.9;c;y;e;p;w;f;f;n;d;a
e;6.37;x;d;y;t;p;c;y;5.83;13.72;e;g;y;f;f;f;f;u;d;u
p;1.34;x;l;n;f;a;c;n;4.39;2.22;s;s;n;u;w;f;f;k;g;u
e;10.33;f;e;b;f;x;c;b;5.57;21.21;c;s;w;p;f;t;f;e;d;a
e;1.44;f;w;n;f;x;d;k;5.39;2.6;s;s;w;u;e;f;f;k;d;u
e;8.25;f;y;e;f;d;c;w;6.66;23.55;b;d;n;p;w;t;e;w;d;w
p;3.23;x;h;r;f;s;c;g;6.28;7.86;s;y;w;p;p;t;e;k;d;a
p;14.38;x;k;n;t;p;c;o;9.85;33.09;c;s;y;p;y;f;f;p;d;u
p;12.86;x;t;n;t;d;c;n;6.63;15.81;b;h;n;u;p;f;f;y;d;u
e;5.77;x;s;n;f;x;c;w;6.41;9.33;b;s;n;p;e;f;f;g;l;w
p;16.8;s;d;n;f;d;c;y;5.15;35.59;s;k;n;u;e;f;f;e;d;a
e;11.92;x;e;y;f;x;c;w;7.49;20.29;s;h;w;f;f;f;f;w;d;a
p;8.43;x;g;n;f;e;c;w;8.61;17.4;s;y;w;u;w;t;p;e;d;a
e;1.22;c;g;n;f;a;c;w;4.97;1.48;c;d;g;f;f;f;f;w;l;a
p;8.23;x;w;p;f;s;c;p;4.59;9.89;b;d;p;p;l;f;f;b;d;w
e;8.08;x;h;y;f;p;c;y;7.45;14.07;e;s;y;p;y;t;r;u;d;a
e;10.26;x;s;n;t;p;c;n;7.69;18.42;c;g;n;p;w;t;p;u;d;a
p;5.17;f;l;y;f;x;d;n;6.19;5.05;u;s;y;u;f;f;f;e;l;u
p;2.66;o;l;g;f;f;f;f;0.0;0.0;f;f;f;p;b;f;f;u;d;a
e;6.52;s;s;y;f;a;c;w;5.84;15.68;b;y;g;u;w;f;f;e;d;a
p;3.36;o;l;g;f;f;f;f;0.0;0.0;f;f;f;p;b;f;f;u;d;s
p;8.94;p;g;n;f;e;c;w;9.75;20.04;s;y;w;u;w;t;p;e;d;a
p;2.5;x;g;e;f;a;c;p;5.82;2.52;s;g;w;u;w;f;f;y;d;a
e;3.26;f;d;g;t;d;c;p;4.29;6.29;b;s;n;u;p;f;f;u;d;u
p;6.71;p;g;n;f;e;c;w;7.42;14.02;s;y;w;u;w;t;p;e;d;u
e;5.05;x;h;n;f;x;c;w;6.36;6.39;b;y;n;u;w;t;r;w;d;a
e;9.22;s;s;y;f;x;c;n;6.99;22.23;c;s;w;f;f;f;f;e;d;w
p;13.62;f;h;e;f;e;c;w;17.6;17.3;s;y;w;u;w;t;r;w;d;a
e;13.03;s;w;w;t;d;c;w;5.17;24.44;b;s;w;u;e;f;f;u;d;a
p;8.89;s;t;r;t;d;c;w;4.83;12.74;b;t;g;p;u;f;f;p;d;a
p;6.14;s;t;r;t;d;c;g;4.35;11.97;b;t;g;p;u;f;f;r;d;u
e;4.49;x;s;o;f;p;c;n;6.14;12.42;c;y;n;u;f;f;f;w;d;a
e;4.4;x;s;w;f;d;d;w;3.65;6.92;c;h;w;f;f;f;f;w;g;w
p;6.81;b;t;w;f;e;c;w;12.39;12.08;b;y;w;u;w;t;l;u;d;a
e;11.03;s;h;w;t;d;c;p;5.97;25.07;z;l;w;f;f;f;f;w;d;a
p;3.83;b;y;n;f;a;c;g;5.6;4.54;s;s;w;u;u;f;f;k;d;a
e;6.84;c;h;n;f;e;c;w;15.07;13.32;b;s;n;u;w;f;f;e;d;u
p;3.65;f;y;p;f;e;c;w;3.89;3.55;u;k;w;p;w;t;e;w;d;u
e;5.6;x;d;n;t;p;c;y;6.82;13.5;u;i;y;f;f;f;f;u;d;a
e;4.63;x;h;y;f;a;c;o;4.28;8.53;u;d;w;f;f;f;f;e;d;u
e;7.08;f;s;n;f;s;c;w;5.71;8.98;b;i;w;u;e;f;f;u;m;u
p;1.55;x;k;n;f;x;c;n;4.95;1.35;b;h;n;u;f;f;f;p;d;a
p;7.34;x;y;n;f;a;c;n;9.3;9.82;s;y;n;p;e;t;s;k;d;u
p;4.01;s;w;u;f;a;c;g;5.56;5.77;s;s;u;u;e;f;f;k;l;a
e;3.09;f;h;n;f;a;c;n;5.6;6.24;e;s;w;u;w;f;f;k;d;u
p;4.42;b;t;n;f;x;c;p;6.38;4.71;s;i;n;p;w;f;f;n;m;a
e;6.77;f;s;n;f;s;c;w;6.15;9.67;b;i;n;u;e;f;f;w;g;a
e;10.18;f;s;w;f;s;c;w;6.52;31.95;s;g;w;u;l;f;f;e;d;u
p;8.85;x;t;n;f;a;d;w;11.55;33.05;b;g;w;u;u;f;f;w;d;a
p;3.19;b;g;n;f;a;c;n;7.82;2.4;s;g;n;u;w;f;f;k;g;a
p;14.94;x;s;n;t;p;c;o;8.89;29.5;c;g;y;p;l;f;f;r;d;u
e;6.4;x;h;y;f;e;c;w;6.27;12.9;b;y;y;u;w;t;r;w;d;a
p;7.99;x;t;n;f;s;c;n;5.66;7.3;r;y;n;u;o;f;f;w;d;w
p;7.61;x;w;p;f;s;c;p;4.74;10.66;b;s;p;u;l;f;f;w;d;a
e;11.43;x;e;y;f;x;c;w;8.65;20.64;s;l;w;f;f;f;f;w;d;u
p;9.15;p;g;n;f;e;c;w;8.16;14.71;s;y;w;u;w;t;p;e;d;u
e;6.37;s;s;n;f;d;c;w;4.09;8.35;b;s;w;u;w;f;f;w;d;u
e;9.09;f;y;u;f;s;c;u;7.21;20.08;b;g;b;p;o;f;f;n;d;a
p;3.61;o;l;g;f;f;f;f;0.0;0.0;f;f;f;p;b;f;f;u;d;s
p;4.66;x;l;e;f;x;c;w;3.73;12.07;b;d;y;u;w;f;f;w;d;a
p;3.82;f;s;u;f;a;c;w;5.23;8.26;b;s;y;u;w;f;f;w;d;u
p;8.9;x;t;g;t;x;c;u;9.3;20.32;s;h;g;p;u;f;f;n;d;a
e;11.33;p;s;w;f;e;c;k;26.72;14.05;b;s;w;p;l;t;e;k;u;w
e;1.84;f;w;n;f;x;d;g;5.64;2.94;u;y;w;u;n;f;f;w;d;s
p;4.16;b;y;n;f;a;c;g;6.74;4.46;s;s;w;u;g;f;f;k;d;a
p;1.16;x;i;k;f;a;c;w;3.01;2.3;c;s;w;p;w;f;f;p;g;u
p;5.27;x;i;y;f;a;c;n;7.86;7.25;u;i;n;p;k;t;z;k;g;u
p;6.03;x;s;y;f;s;d;y;5.94;13.6;z;i;y;f;f;f;f;e;d;a
e;8.56;x;l;e;f;x;c;w;8.94;21.31;c;s;w;f;f;f;f;w;d;a
e;4.57;x;d;w;f;x;c;n;8.75;9.4;b;t;w;u;w;t;r;e;d;a
p;12.47;s;t;n;t;d;c;n;7.24;17.63;b;l;n;u;p;f;f;y;d;u
e;15.3;s;e;g;f;a;c;w;8.66;25.69;s;h;w;p;p;f;f;r;l;w
p;1.11;f;s;y;f;f;f;f;3.82;5.44;e;y;y;p;o;f;f;n;d;u
e;7.6;x;s;w;f;s;c;w;5.44;28.34;c;g;w;u;w;f;f;e;m;s
e;17.26;f;k;w;f;d;c;w;2.68;17.22;b;d;w;p;e;f;f;n;d;a
p;5.17;s;k;y;f;p;d;n;4.03;6.45;s;k;n;p;r;t;f;o;d;u
p;10.13;x;y;y;f;a;c;y;12.8;24.85;r;y;y;p;w;t;r;n;d;a
e;3.96;f;t;n;f;d;d;o;5.94;7.54;c;t;o;f;f;f;f;e;d;w
e;11.04;s;s;n;f;s;c;u;7.79;19.74;b;g;b;p;r;f;f;p;l;a
p;2.15;f;k;w;f;s;c;p;3.76;2.51;u;h;n;u;f;f;f;p;g;u
e;7.35;x;l;p;f;x;c;w;7.71;19.18;c;s;w;f;f;f;f;w;d;u
p;4.03;x;t;n;f;s;c;p;5.49;9.55;b;g;w;u;n;t;z;r;d;u
e;6.41;c;t;n;f;e;c;w;12.74;12.86;b;s;n;u;w;f;f;e;d;a
p;6.19;b;i;k;f;e;c;g;7.8;8.32;u;g;o;f;f;f;f;r;m;u
e;10.26;x;s;n;f;e;c;p;8.45;11.01;u;i;w;f;f;f;f;p;d;a
p;2.19;c;h;n;f;a;c;n;8.5;3.09;s;h;y;u;w;f;f;w;g;u
p;15.22;f;g;o;f;e;c;w;16.87;17.46;s;y;w;u;w;t;p;e;d;u
p;5.07;x;h;p;f;x;c;r;3.8;13.91;b;s;y;p;y;f;f;n;d;a
p;6.93;f;h;g;f;d;c;y;5.8;10.49;b;l;n;u;p;f;f;e;l;a
e;1.66;c;g;n;f;a;c;g;5.54;1.91;e;s;g;u;l;f;f;w;d;a
p;2.3;f;y;o;f;a;c;y;2.67;5.04;s;d;o;p;k;f;f;e;m;a
p;20.63;x;k;w;t;d;d;w;6.21;32.52;c;k;w;u;w;f;f;u;d;u
p;3.86;f;d;b;f;x;c;w;4.09;3.0;b;i;n;u;f;f;f;r;d;a
e;7.77;s;y;y;f;a;c;w;6.18;16.02;b;g;g;u;w;f;f;u;d;a
p;11.88;x;d;g;f;e;c;w;10.52;12.63;b;g;w;u;w;t;e;w;d;a
p;3.09;b;i;g;f;a;c;k;8.96;2.47;s;y;g;u;w;f;f;k;g;u
p;0.82;x;g;y;f;a;c;y;3.82;0.86;c;g;y;f;f;f;f;p;d;u
e;6.16;x;h;n;f;a;d;n;6.82;5.51;s;t;w;u;r;t;l;w;d;u
p;8.68;f;s;n;f;x;c;w;9.99;10.8;r;i;w;p;y;f;f;b;d;u
p;1.69;f;h;n;f;x;c;y;7.38;3.23;e;h;y;f;f;f;f;p;g;a
p;4.03;f;y;p;f;e;c;n;4.49;3.57;c;k;w;p;w;t;e;w;m;u
e;7.76;p;t;g;f;a;c;w;7.71;12.07;u;h;g;f;k;f;f;e;g;u
p;14.17;x;h;e;f;e;c;w;17.47;17.07;s;y;w;u;w;t;r;w;d;w
e;8.09;p;d;n;f;a;c;w;8.01;13.54;z;y;w;p;y;f;f;g;d;u
p;2.93;o;h;g;f;f;f;f;3.27;14.82;s;g;n;p;w;f;f;b;d;a
p;4.41;c;i;y;f;x;c;r;6.9;8.45;u;g;w;p;w;f;f;n;d;a
e;8.42;f;s;n;f;d;d;w;8.21;16.2;c;i;n;p;f;t;p;w;d;a
p;8.43;x;y;n;f;a;c;n;10.84;9.69;s;y;n;p;u;t;s;k;d;a
e;3.48;b;y;n;f;x;c;n;7.4;3.32;e;g;w;u;e;f;f;y;d;w
e;4.34;x;s;y;f;a;c;o;5.23;10.72;b;y;w;u;e;f;f;w;d;a
p;7.52;b;y;w;f;x;c;p;12.26;17.29;s;y;w;u;e;f;f;e;d;a
p;6.25;s;d;y;f;d;c;y;4.21;6.13;u;y;o;f;f;f;f;u;h;a
p;9.57;s;t;r;t;d;c;n;5.27;12.69;b;l;n;u;n;f;f;e;h;a
e;3.12;s;l;n;f;f;f;f;5.94;6.58;u;l;o;p;y;f;f;b;d;a
p;10.14;x;h;y;f;s;c;p;6.96;16.25;u;i;n;u;l;f;f;w;d;u
p;2.53;o;l;g;f;f;f;f;0.0;0.0;f;f;f;p;b;f;f;u;d;s
p;5.13;x;d;n;t;d;c;w;6.5;9.13;s;y;e;u;y;f;f;e;d;a
p;2.68;x;k;n;f;s;c;p;3.36;2.38;u;d;n;u;f;f;f;p;g;u
e;3.6;s;l;n;f;f;f;f;7.18;49.26;s;k;n;p;l;f;f;g;l;w
e;3.6;x;d;n;f;p;c;n;5.18;10.52;c;g;y;u;f;f;f;w;d;a
e;6.31;f;s;b;f;x;c;w;5.7;8.51;b;s;n;p;e;f;f;r;l;a
e;10.92;s;s;y;f;x;c;n;7.87;24.05;c;d;n;f;f;f;f;w;d;w
e;4.93;x;d;b;f;d;d;b;4.73;11.73;c;s;w;f;f;f;f;w;d;a
p;3.55;f;l;b;f;x;c;w;6.02;6.86;b;s;w;p;g;f;f;p;d;u
p;5.34;f;l;n;f;x;d;y;7.25;5.41;b;g;y;p;w;f;f;r;d;u
e;8.45;f;e;b;f;x;c;b;4.92;20.83;b;d;w;u;e;t;f;p;d;a
p;5.87;c;k;w;t;x;c;r;6.44;13.16;b;s;w;p;e;f;f;r;g;a
e;8.43;f;d;l;f;s;c;b;7.03;20.27;s;i;b;u;f;f;f;w;d;a
p;8.55;x;k;n;t;x;c;n;8.37;20.85;s;d;g;p;u;f;f;n;d;a
p;3.44;s;d;w;f;d;d;w;4.14;2.92;e;h;w;f;f;f;f;w;g;u
e;7.44;x;h;n;f;p;d;y;6.11;11.14;u;s;n;f;k;f;f;y;g;a
p;6.33;f;t;n;f;x;c;w;13.64;8.11;r;g;n;f;f;f;f;e;d;u
p;4.62;s;s;u;f;a;c;w;4.92;7.54;b;i;w;u;e;f;f;e;d;u
p;12.2;x;s;n;f;s;c;y;7.96;17.44;c;i;n;f;f;f;f;e;d;u
p;8.66;p;y;n;f;d;c;k;17.4;17.82;s;s;w;u;w;f;f;e;d;a
p;8.78;x;i;n;f;a;c;n;8.63;9.71;b;i;n;p;k;t;z;k;g;u
e;23.38;x;d;n;f;p;c;w;17.23;35.07;s;y;w;p;u;f;f;r;d;a
p;5.73;b;d;n;f;a;c;y;5.21;6.47;b;i;y;u;w;t;r;e;d;u
e;11.35;s;t;p;t;d;c;o;6.89;18.33;b;s;w;u;e;f;f;w;d;a
p;3.15;x;s;w;f;d;c;w;3.17;7.99;b;y;w;u;e;f;f;e;g;u
p;11.04;x;e;n;t;p;d;e;8.65;26.19;c;d;u;p;e;f;f;p;d;u
p;5.12;x;s;y;f;s;d;y;6.27;12.24;z;i;y;f;f;f;f;e;d;a
p;3.15;b;g;g;f;a;c;n;8.79;2.4;s;y;n;u;w;f;f;k;g;u
e;8.91;s;s;n;f;e;c;w;4.03;19.98;b;l;n;u;w;f;f;w;d;a
p;4.27;o;h;w;f;f;f;f;4.85;22.48;u;g;w;p;y;t;f;g;d;a
p;7.35;x;t;y;f;x;c;y;5.35;13.38;b;h;y;u;y;f;f;w;d;a
e;5.88;x;t;n;f;a;d;n;5.47;4.03;s;t;w;p;p;t;l;y;d;a
p;7.61;f;t;e;f;x;d;w;6.94;18.99;b;g;w;u;e;f;f;w;d;a
p;6.04;x;k;w;f;x;c;w;3.8;13.18;b;d;y;u;y;f;f;w;d;a
p;3.08;f;s;w;f;d;c;w;3.26;9.7;b;l;w;u;p;f;f;w;g;a
p;2.78;f;k;w;f;s;c;p;3.59;2.6;u;d;n;u;f;f;f;p;g;a
p;4.55;f;y;n;f;e;c;n;4.97;3.63;c;k;w;p;w;t;e;w;m;u
p;2.01;b;g;o;f;a;c;n;6.32;2.95;s;s;n;u;w;f;f;k;g;s
e;2.87;f;d;n;t;d;c;p;3.92;4.84;b;w;g;p;b;f;f;r;d;a
p;1.97;b;g;g;f;a;c;g;4.75;1.83;s;s;g;u;w;f;f;k;d;a
p;11.74;x;s;n;f;s;c;p;7.88;17.26;c;i;n;u;y;f;f;y;d;a
e;4.6;x;d;n;f;x;c;w;7.89;8.13;b;g;n;p;w;t;l;e;g;s
e;12.99;f;s;w;f;e;c;p;20.57;12.11;b;s;w;u;w;t;e;r;d;u
p;7.42;p;g;n;f;e;c;w;7.41;14.04;s;y;w;u;w;t;p;e;d;a
p;3.09;s;h;u;f;a;c;w;4.25;6.88;b;s;w;u;y;f;f;w;d;u
e;5.0;o;l;n;f;f;f;f;6.64;56.08;s;g;n;p;w;f;f;g;d;u
p;5.9;x;l;e;f;x;c;g;4.3;13.7;u;y;y;f;f;f;f;p;d;a
p;16.15;s;k;w;t;d;d;n;5.87;30.55;c;l;w;u;w;f;f;y;d;w
p;9.97;x;y;o;f;a;c;o;12.73;25.01;r;y;o;p;w;t;r;n;d;a
p;4.7;s;d;n;t;d;c;w;5.55;5.95;b;g;e;p;p;f;f;n;d;a
p;7.37;f;d;r;f;x;c;n;6.02;10.87;s;y;w;p;w;f;f;b;d;a
p;2.02;x;i;k;f;a;c;p;4.32;2.4;c;i;w;p;w;f;f;p;g;u
e;5.3;x;t;o;f;p;c;n;4.8;9.8;s;d;n;f;f;f;f;n;d;u
p;8.87;f;h;r;f;x;c;w;11.36;16.8;b;i;w;u;w;t;p;w;d;a
e;54.1;o;y;y;f;p;d;y;8.79;42.3;c;k;k;f;f;f;f;u;d;u
p;16.47;f;t;r;t;d;c;b;5.6;29.4;b;l;g;u;e;f;f;u;d;a
e;18.87;p;d;n;f;p;c;n;15.45;33.22;s;y;w;u;u;f;f;o;d;u
p;7.3;x;l;g;t;x;c;n;8.54;20.69;s;s;u;p;u;f;f;n;d;a
e;3.98;x;t;n;f;d;d;o;6.01;7.35;c;t;o;f;f;f;f;e;d;w
e;6.88;x;s;y;f;a;c;w;5.91;16.46;b;g;w;u;u;f;f;w;d;a
e;5.52;f;s;n;f;x;c;w;7.38;10.25;b;s;n;p;e;f;f;b;l;w
e;3.48;f;t;n;f;d;d;o;5.84;6.06;c;t;w;u;f;f;f;e;d;a
p;3.08;f;s;u;f;a;c;w;4.01;3.56;e;i;u;f;f;f;f;w;p;u
p;9.74;o;d;e;f;f;f;f;3.5;24.34;s;g;n;p;y;f;f;b;d;u
e;12.0;s;s;n;f;s;c;b;8.16;21.34;b;y;b;p;r;f;f;p;l;a
e;3.87;f;d;p;t;d;c;p;4.5;6.95;b;y;n;u;y;f;f;w;d;u
p;6.14;s;d;n;t;d;c;p;5.59;5.71;b;w;e;u;r;f;f;e;d;u
e;4.66;x;d;y;f;a;c;o;4.48;9.65;u;s;w;f;f;f;f;w;d;a
p;7.16;x;y;w;t;d;c;w;8.37;13.81;s;y;w;p;w;t;l;w;d;a
e;2.61;f;h;n;f;a;c;n;5.42;5.9;e;s;w;u;w;f;f;k;d;a
e;11.55;s;s;y;f;x;c;n;7.37;24.55;c;h;n;f;f;f;f;w;d;u
p;4.6;c;k;w;t;x;c;r;5.25;11.63;b;d;w;p;e;f;f;r;g;a
p;6.09;x;k;n;f;d;c;n;5.28;6.67;b;i;y;p;w;t;r;y;d;a
e;6.28;x;s;w;f;e;c;k;5.5;12.3;c;d;w;p;w;t;e;l;g;u
e;4.06;x;s;y;f;a;c;o;4.7;10.88;b;y;w;u;e;f;f;w;d;a
p;12.61;s;t;r;t;d;c;n;7.4;16.97;b;h;n;u;e;f;f;e;h;u
e;3.84;f;y;w;f;e;c;n;4.06;10.65;b;d;w;p;w;t;e;l;g;a
e;6.04;x;y;n;f;e;c;p;4.81;9.77;c;y;n;f;f;f;f;p;d;u
e;4.11;f;h;g;f;s;d;w;4.07;9.27;c;s;g;f;f;f;f;w;d;a
p;2.91;o;l;g;f;f;f;f;0.0;0.0;f;f;f;p;b;f;f;u;d;u
